"","C_1","C_2","C_3","C_4","C_5","C_6","C_7","C_8","C_9","C_10","C_11","C_12","C_13","C_14","C_15","C_16","C_17","C_18","C_19","C_20","C_21","C_22","C_23","C_24","C_25","C_26","C_27","C_28","C_29","C_30","C_31","C_32","C_33","C_34","C_35","C_36","C_37","C_38","C_39","C_40","C_41","C_42","C_43","C_44","C_45","C_46","C_47","C_48","C_49","C_50","C_51","C_52","C_53","C_54","C_55","C_56","C_57","C_58","C_59","C_60","C_61","C_62","C_63","C_64","C_65","C_66","C_67","C_68","C_69","C_70","C_71","C_72","C_73","C_74","C_75","C_76","C_77","C_78","C_79","C_80","C_81","C_82","C_83","C_84","C_85","C_86","C_87","C_88","C_89","C_90","C_91","C_92","C_93","C_94","C_95","C_96","C_97","C_98","C_99","C_100","C_101","C_102","C_103","C_104","C_105","C_106","C_107","C_108","C_109","C_110","C_111","C_112","C_113","C_114","C_115","C_116","C_117","C_118","C_119","C_120","C_121","C_122","C_123","C_124","C_125","C_126","C_127","C_128","C_129","C_130","C_131","C_132","C_133","C_134","C_135","C_136","C_137","C_138","C_139","C_140","C_141","C_142","C_143","C_144","C_145","C_146","C_147","C_148","C_149","C_150","C_151","C_152","C_153","C_154","C_155","C_156","C_157","C_158","C_159","C_160","C_161","C_162","C_163","C_164","C_165","C_166","C_167","C_168","C_169","C_170","C_171","C_172","C_173","C_174","C_175","C_176","C_177","C_178","C_179","C_180","C_181","C_182","C_183","C_184","C_185","C_186","C_187","C_188","C_189","C_190","C_191","C_192","C_193","C_194","C_195","C_196","C_197","C_198","C_199","C_200","C_201","C_202","C_203","C_204","C_205","C_206","C_207","C_208","C_209","C_210","C_211","C_212","C_213","C_214","C_215","C_216","C_217","C_218","C_219","C_220","C_221","C_222","C_223","C_224","C_225","C_226","C_227","C_228","C_229","C_230","C_231","C_232","C_233","C_234","C_235","C_236","C_237","C_238","C_239","C_240","C_241","C_242","C_243","C_244","C_245","C_246","C_247","C_248","C_249","C_250","C_251","C_252","C_253","C_254","C_255","C_256","C_257","C_258","C_259","C_260","C_261","C_262","C_263","C_264","C_265","C_266","C_267","C_268","C_269","C_270","C_271","C_272","C_273","C_274","C_275","C_276","C_277","C_278","C_279","C_280","C_281","C_282","C_283","C_284","C_285","C_286","C_287","C_288","C_289","C_290","C_291","C_292","C_293","C_294","C_295","C_296","C_297","C_298","C_299","C_300","C_301","C_302","C_303","C_304","C_305","C_306","C_307","C_308","C_309","C_310","C_311","C_312","C_313","C_314","C_315","C_316","C_317","C_318","C_319","C_320","C_321","C_322","C_323","C_324","C_325","C_326","C_327","C_328","C_329","C_330","C_331","C_332","C_333","C_334","C_335","C_336","C_337","C_338","C_339","C_340","C_341","C_342","C_343","C_344","C_345","C_346","C_347","C_348","C_349","C_350","C_351","C_352","C_353","C_354","C_355","C_356","C_357","C_358","C_359","C_360","C_361","C_362","C_363","C_364","C_365","C_366","C_367","C_368","C_369","C_370","C_371","C_372","C_373","C_374","C_375","C_376","C_377","C_378","C_379","C_380","C_381","C_382","C_383","C_384","C_385","C_386","C_387","C_388","C_389","C_390","C_391","C_392","C_393","C_394","C_395","C_396","C_397","C_398","C_399","C_400","C_401","C_402","C_403","C_404","C_405","C_406","C_407","C_408"
"Eml4",0,16,0,0,0,0,0,0,703,0,127,0,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,1,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,7,10,0,0,0,11,0,431,0,0,0,0,1,18,0,4,0,6,0,342,24,4,0,98,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,98,0,90,0,16,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,94,0,0,4,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,848,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,0,0,149,71,243,0,0,51,0,0,0,33,0,0,4,0,0,0,120,95,1,0,0,0,0,65,0,0,0,0,0,5,734,3,0,0,1,6,77,0,0,0,2,0,0,8,0,0,0,0,1,0,0,5,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,41,0,0,0,2,0,0,0,1,0,0,0,0,28,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,15,2154,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19,0,0,171,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,4,0,0,0,0,114,0,0,0,0,0
"Ppm1f",0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,53,0,190,0,129,0,0,0,0,1,3135,0,0,0,0,0,0,8,454,0,0,0,0,0,2,93,0,2,0,0,0,0,0,0,1,0,0,364,0,0,0,0,1,2,0,0,259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,31,0,0,0,418,4,0,0,0,0,0,0,116,0,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,1,0,0,0,0,0,0,0,30,0,0,29,0,0,11,0,5,0,0,227,0,0,0,0,54,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,3,37,0,1,0,0,0,0,14,0,0,0,0,0,71,753,2,0,0,0,817,0,0,19,0,0,0,0,989,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,95,1,0,3,0,0,0,0,0,4,0,0,6,0,2,0,0,0,0,0,0,0,0,0,9,0,28,0,0,0,18,0,0,0,0,0,0,9,156,0,0,13,0,0,0,0,291,35,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,27,0,0,284,7,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,235,2,0,0,0,13,0,0,0,0,0,4,0,0,0
"Timd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Uba7",0,0,0,0,439,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,432,2,603,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,197,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1250,0,8,0,0,0,0,0,97,0,1,0,0,0,0,160,0,356,0,0,267,0,0,0,0,0,0,5,0,34,1,801,1,0,0,0,179,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,1381,0,0,0,1,0,247,27,9,0,0,0,0,0,0,0,4,112,0,0,0,0,0,5,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2274,100,0,0,0,217,0,65,0,0,0,0,0,2,0,0,1530,14,0,1,0,0,0,0,0,0,0,52,0,5,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,98,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,130,631,0,0,0,102,0,1557,7,0,0,0,0,0,0,0,0,0,85,0,0,0,1,0,0,19,0,76,24,0,5,0,113,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,294,0,0,0,0,0,0,0,0,0,35,0,0,27,0,0,0,684,0,0,0,0,0,3,0,0,31,13,1,1807,274,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,403,1,0,0,2116,0,0,0,0,0,0,0,40,0,1993,0,0,0,0,10,0,0,0,59,0,566,0,0,0,0,0,0,0,0,0,0,42,0,135,0,0,0,0,16,0,0,140,0,216,0,0,0,0,0,0,0,0
"Bmpr2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,1,3,0,0,0,0,0,233,0,0,0,10,2,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,694,0,0,0,0,14,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,163,3,0,0,0,344,0,1,0,0,0,0,11,123,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,21,0,0,0,0,0,32,0,0,0,0,69,0,0,0,0,0,5,0,0,0,2,0,10,1888,0,1,0,0,0,0,97,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,16,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,312,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,48,0,0,0,10,0,0,0,658,0,0,0,37,13,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,13,0,0,0,0,0,0,0,0,0,52,0,0,3,0,0,0,0,0,129,0,0,0,0,0,0,0,62,10,0,0,0,0,9,0,45,0,0,0,0,0,3,0,0
"Slc39a9",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,690,0,0,0,0,0,3,0,6,0,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,1,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,2375,0,40,0,0,0,1,0,0,650,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,520,12,0,0,4,0,0,37,0,0,0,78,0,0,0,147,0,0,0,0,847,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,123,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,367,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,78,0,0,12,0,0,0,21,0,0,210,0,0,0,164,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,27,0,0,0,3,0,0,0,14,0,0,14,0,0,0,0,0,0,64,0,0,0,0,0,0,34,0,0,64,4,0,0,0,9,0,0
"Slc43a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,2,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,179,122,0,0,0,0,0,0,1,3,0,0,0,28,183,0,0,0,0,0,2,0,0,0,0,0,0,0,677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,483,0,35,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,79,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,142,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,28,353,0,11,0,803,0,1,0,0,17,0,0,0,0,0,20,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,17,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,1,0,829,0,0,0,0,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0,14,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,563,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,1679,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,505,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0
"Ntf3",1,0,0,0,0,0,0,0,0,0,0,174,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,711,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,3,752,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,0,1,0,0,1381,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,58,0,0,0,0,0,0,108,0,1774,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,377,0,0,55,0,0,0,0,0,53,0,0,6,0,0,44,0,0,0,0,0,38,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0
"Pisd",2,0,4,0,290,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,338,0,0,0,0,1992,0,0,0,0,0,0,78,332,0,0,0,0,0,135,0,1,0,144,0,0,0,1,18,4,0,808,36,0,0,446,0,0,1155,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,593,439,1,0,0,0,0,0,0,0,0,708,0,202,0,0,0,0,0,0,0,0,133,0,0,0,0,487,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,102,0,0,122,1,114,0,0,0,234,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,225,0,0,515,0,0,0,0,124,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30,0,0,0,147,552,0,0,0,0,0,0,126,0,0,0,0,6,0,0,0,0,0,0,0,28,0,0,0,0,39,0,0,0,0,34,0,0,5,0,0,0,1,11,0,0,0,1454,0,108,3,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,304,0,573,120,0,0,17,0,1646,228,0,0,0,0,94,0,1,0,1,0,0,0,0,3358,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28,0,104,0,0,3,0,607,0,384,0,282,0,0,0,1550,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,183,0,0,1,0,0,26,0,0,0,0,56,1,0,0,36,1
"Adap1",0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,552,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,350,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elmo3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orai2",0,536,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1442,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,428,0,0,0,4,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,53,0,0,0,0,0
"Pgam5",0,525,0,0,0,1183,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,18,0,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,4,97,0,0,0,2,0,0,0,44,0,73,0,0,0,0,0,0,0,0,1,117,516,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,473,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,0,0,0,0,0,0,0,0,753,364,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,0,0,0,0,1760,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,190,136,0,0,0,0,0,69,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,123,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,4,0,2,0,0,0,103,85,0,0,0,183,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,436,0,0,0,0,0,239,0
